电影名称,上映时间,评分,评论人数,演员,类型,国家,电影ID
神偷奶爸,2010-06-20,8.7,994234,"史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德","喜剧,动画,冒险","美国,法国",3287562
天使爱美丽,2001-04-25,8.7,984891,"奥黛丽·塔图,马修·卡索维茨,吕菲斯","剧情,喜剧,爱情","法国,德国",1292215
大佛普拉斯,2017-06-29,8.7,507146,"庄益增,陈竹升,戴立忍","剧情,喜剧",中国台湾,27059130
疯狂原始人,2013-04-20,8.7,877726,"尼古拉斯·凯奇,艾玛·斯通,瑞安·雷诺兹","喜剧,动画,冒险",美国,1907966
无敌破坏王,2012-11-06,8.7,574641,"约翰·C·赖利,萨拉·西尔弗曼,杰克·麦克布瑞尔","喜剧,动画,奇幻,冒险",美国,6534248
遗愿清单,2007-12-25,8.7,496513,"杰克·尼科尔森,摩根·弗里曼,西恩·海耶斯","冒险,喜剧,剧情",美国,1867345
奇爱博士,1964-01-29,8.9,107606,"彼得·塞勒斯,乔治·C·斯科特,斯特林·海登","剧情,喜剧,战争","美国,英国",1322848
寻子遇仙记,1921-02-06,9.2,47624,"查理·卓别林,卡尔米勒,艾德娜·珀薇安丝","剧情,喜剧,家庭",美国,1293270
坠入,2006-09-09,8.8,136571,"凯婷卡·安塔鲁,贾斯蒂恩·瓦戴尔,李·佩斯","剧情,喜剧,奇幻,冒险","美国,南非,印度",1890572
疯狂的石头,2006-06-30,8.6,871062,"郭涛,刘桦,连晋","喜剧,犯罪","中国大陆,中国香港",1862151
谁先爱上他的,2018-04-22,8.6,415661,"邱泽,谢盈萱,陈如山","剧情,喜剧,同性",中国台湾,27119586
冰川时代,2002-03-15,8.6,649017,"雷·罗马诺,约翰·雷吉扎莫,丹尼斯·利瑞","喜剧,动画,冒险",美国,1291578
白日梦想家,2013-12-25,8.6,559143,"本·斯蒂勒,克里斯汀·韦格,亚当·斯科特","剧情,喜剧,冒险","美国,英国",2133323
我能说,2017-09-21,8.8,108479,"罗文姬,李帝勋,廉惠兰","剧情,喜剧",韩国,27000061
再次出发之纽约遇见你,2015-06-26,8.6,447728,"凯拉·奈特莉,马克·鲁弗洛,亚当·莱文","喜剧,爱情,音乐",美国,6874403
热情如火,1959-03-29,8.9,73670,"玛丽莲·梦露,托尼·柯蒂斯,杰克·莱蒙",喜剧,美国,1292574
美食总动员,2007-10-19,8.6,401828,"帕顿·奥斯瓦尔特,伊安·霍姆,卢·罗曼诺","喜剧,动画,奇幻",美国,1793491
玩具总动员,1995-11-22,8.6,395908,"汤姆·汉克斯,蒂姆·艾伦,唐·里克斯","喜剧,动画,家庭",美国,1291575
麦兜故事,2001-12-15,8.6,189373,"林海峰,吴君如,黄秋生","剧情,喜剧,动画",中国香港,1302476
上帝也疯狂,1980-09-10,8.7,143472,"马瑞斯·威尔斯,历苏,Sandra Prinsloo",喜剧,"南非,博茨瓦纳",1297478
熊出没之过年,2013-02-08,8.8,51456,"张秉君,张伟,辛媛","剧情,儿童,喜剧,动画,冒险,家庭",中国大陆,21359690
福尔摩斯二世,1924-04-21,9.4,29834,"巴斯特·基顿,凯瑟琳·麦奎尔,乔·基顿","喜剧,动作,爱情",美国,1303408
再见列宁,2003-02-09,8.8,90052,"丹尼尔·布鲁赫,卡特琳·萨斯,丘尔潘·哈马托娃","剧情,喜剧",德国,1292055
红猪,2023-11-17,8.6,272843,"森山周一郎,加藤登纪子,冈村明美","喜剧,动画,冒险",日本,1291838
面子,2004-09-12,8.8,87195,"杨雅慧,陈冲,陈凌","剧情,喜剧,爱情,同性",美国,1421278
海盗电台,2009-04-01,8.6,239605,"比尔·奈伊,肯尼思·布拉纳,菲利普·塞默·霍夫曼","剧情,喜剧,音乐","英国,德国,法国",3007773
土拨鼠之日,1993-02-12,8.6,224467,"比尔·默瑞,安迪·麦克道威尔,克里斯·艾略特","剧情,喜剧,爱情,奇幻",美国,1300613
初恋这件小事,2012-06-05,8.5,1012539,"平采娜·乐维瑟派布恩,马里奥·毛瑞尔,苏达拉·布查蓬","剧情,喜剧,爱情",泰国,4739952
了不起的狐狸爸爸,2009-10-14,8.6,206937,"乔治·克鲁尼,梅丽尔·斯特里普,詹森·舒瓦兹曼","喜剧,动画,冒险",美国,1759386
开心家族,2011-11-29,8.6,205327,"车太贤,高昌锡,张荣男","剧情,喜剧,家庭",韩国,6019180
真爱至上,2003-09-07,8.5,767929,"休·格兰特,连姆·尼森,科林·费尔斯","喜剧,剧情,爱情","英国,美国,法国",1292401
冰雪奇缘,2014-02-05,8.5,742829,"克里斯汀·贝尔,伊迪娜·门泽尔,乔纳森·格罗夫","喜剧,动画,奇幻,歌舞",美国,4202982
钢的琴,2011-07-15,8.5,394539,"王千源,秦海璐,张申英","剧情,喜剧",中国大陆,4876722
热天午后,1975-09-21,8.7,106767,"阿尔·帕西诺,约翰·凯泽尔,查尔斯·德恩","剧情,喜剧,犯罪",美国,1293374
家有喜事,1992-01-25,8.5,300627,"张国荣,周星驰,张曼玉","剧情,喜剧,爱情,家庭",中国香港,1300064
完美陌生人,2018-05-25,8.5,529470,"马可·贾利尼,卡夏·斯穆特尼亚克,爱德华多·莱奥","剧情,喜剧",意大利,26614893
三毛从军记,1992,8.6,97179,"贾林,魏宗万,孙飞虎","剧情,儿童,喜剧,战争",中国大陆,2132220
赌神,1989-12-14,8.5,278584,"周润发,刘德华,王祖贤","喜剧,剧情",中国香港,1300883
亚当斯一家的价值观,1993-11-19,8.8,74934,"克里斯蒂娜·里奇,琼·库萨克,劳尔·胡里亚","喜剧,家庭,奇幻,惊悚",美国,1299900
蜘蛛侠：纵横宇宙,2023-06-02,8.5,458917,"沙梅克·摩尔,海莉·斯坦菲尔德,奥斯卡·伊萨克","喜剧,动作,科幻,动画,奇幻,冒险",美国,30391186
有话好好说,1997-05-16,8.5,252026,"姜文,李保田,瞿颖","剧情,喜剧",中国大陆,1296436
海底总动员,2003-07-30,8.5,408647,"艾伯特·布鲁克斯,艾伦·德杰尼勒斯,亚历山大·古尔德","喜剧,动画,冒险","美国,澳大利亚",1291586
落叶归根,2007-01-19,8.5,223638,"赵本山,郭德纲,洪启文","剧情,喜剧","中国大陆,中国香港",1853621
麻将,1996-12-07,8.7,54647,"柯宇纶,张震,唐从圣","喜剧,剧情",中国台湾,1297418
玩具总动员4,2019-06-21,8.5,352420,"汤姆·汉克斯,蒂姆·艾伦,安妮·波茨","喜剧,动画,奇幻",美国,6850547
麦兜·我和我妈妈,2014-10-01,8.6,81558,"黄磊,吴君如,张正中","喜剧,动画,家庭","中国香港,中国大陆",25884416
黑炮事件,1986,8.7,51687,"刘子枫,盖尔哈德·奥尔谢夫斯基,高明","剧情,喜剧",中国大陆,1434269
疯狂约会美丽都,2003-06-11,8.7,90942,"比阿特丽斯·博尼法西,莉娜·布德罗,米歇尔·库谢图","喜剧,动画","法国,比利时,加拿大,英国,拉脱维亚",1291565
巴黎淘气帮,2013-02-10,8.6,134333,"马克西姆·戈达尔,瓦莱丽·勒梅西埃,凯德·麦拉德","儿童,喜剧,家庭","法国,比利时",3157605
玩具总动员2,1999-11-24,8.5,265641,"汤姆·汉克斯,蒂姆·艾伦,琼·库萨克","喜剧,动画,奇幻,冒险",美国,1291574
哪吒之魔童降世,2019-07-26,8.4,1873668,"吕艳婷,囧森瑟夫,瀚墨","剧情,喜剧,动画,奇幻",中国大陆,26794435
一夜风流,1934-02-22,8.8,63458,"克拉克·盖博,克劳黛·考尔白,沃尔特·康诺利","喜剧,爱情",美国,1295684
安妮·霍尔,1977-04-20,8.6,122012,"伍迪·艾伦,黛安·基顿,托尼·罗伯茨","喜剧,剧情,爱情",美国,1296987
千与千寻,2019-06-21,9.4,2365927,"柊瑠美,入野自由,夏木真理","剧情,动画,奇幻",日本,1291561
大闹天宫,1961,9.4,469438,"邱岳峰,富润生,毕克","剧情,动画,奇幻,古装",中国大陆,1418019
机器人总动员,2008-06-27,9.3,1388574,"本·贝尔特,艾丽莎·奈特,杰夫·格尔林","科幻,动画,冒险",美国,2131459
进击的巨人 最终季 完结篇 前篇,2023-03-04,9.5,87665,"梶裕贵,石川由依,井上麻里奈","动作,动画,奇幻",日本,35853587
疯狂动物城,2016-03-04,9.2,2074212,"金妮弗·古德温,杰森·贝特曼,伊德瑞斯·艾尔巴","喜剧,动画,冒险",美国,25662329
龙猫,2018-12-14,9.2,1331992,"日高范子,坂本千夏,糸井重里","动画,奇幻,冒险",日本,1291560
天空之城,1992-05-01,9.2,940013,"田中真弓,横泽启子,初井言荣","动画,奇幻,冒险",日本,1291583
天书奇谭,2021-11-05,9.2,297258,"丁建华,毕克,苏秀","动画,奇幻",中国大陆,1428581
哪吒闹海,1979-05-19,9.2,276649,"梁正晖,邱岳峰,毕克","冒险,动画,奇幻",中国大陆,1307315
寻梦环游记,2017-11-24,9.1,1802771,"安东尼·冈萨雷斯,盖尔·加西亚·贝纳尔,本杰明·布拉特","喜剧,动画,奇幻,音乐",美国,20495023
飞屋环游记,2009-08-04,9.1,1401265,"爱德华·阿斯纳,克里斯托弗·普卢默,乔丹·长井","剧情,喜剧,动画,冒险",美国,2129039
哈尔的移动城堡,2024-04-30,9.1,1166109,"倍赏千惠子,木村拓哉,美轮明宏","爱情,动画,奇幻,冒险",日本,1308807
狮子王,1995-07-15,9.1,896848,"乔纳森·泰勒·托马斯,马修·布罗德里克,杰瑞米·艾恩斯","动画,冒险,歌舞",美国,1301753
红辣椒,2006-09-02,9.1,513392,"林原惠美,江守彻,堀胜之祐","动画,悬疑,科幻,惊悚",日本,1865703
未麻的部屋,1997-08-05,9.1,380536,"岩男润子,松本梨香,辻亲八","剧情,犯罪,动画,悬疑,惊悚",日本,1395091
进击的巨人 最终季 完结篇 后篇,2023-11-04,9.3,84848,"梶裕贵,石川由依,井上麻里奈","动作,动画,奇幻",日本,36283000
玛丽和马克思,2009-01-15,9.0,437293,"托妮·科莱特,菲利普·塞默·霍夫曼,巴瑞·哈姆弗莱斯","剧情,喜剧,动画","澳大利亚,美国",3072124
攻壳机动队,1995-11-18,9.1,151498,"田中敦子,大塚明夫,山寺宏一","动作,科幻,动画",日本,1291936
东京教父,2003-11-08,9.0,257163,"江守彻,梅垣义明,冈本绫","剧情,喜剧,动画",日本,1310177
机器人之梦,2024-06-08,9.0,194003,"伊万·拉班达,阿尔伯特·特里佛·塞加拉,拉法·卡尔沃","剧情,动画,音乐","西班牙,法国",35426925
借东西的小人阿莉埃蒂,2010-07-17,8.9,588830,"志田未来,神木隆之介,树木希林","动画,奇幻,冒险",日本,4202302
幽灵公主,1997-07-12,8.9,557257,"松田洋治,石田百合子,田中裕子","动画,奇幻,冒险",日本,1297359
玩具总动员3,2010-06-16,8.9,552250,"汤姆·汉克斯,蒂姆·艾伦,琼·库萨克","喜剧,动画,奇幻,冒险",美国,1858711
侧耳倾听,1995-07-15,8.9,492037,"本名阳子,小林桂树,高山南","剧情,爱情,动画",日本,1297052
风之谷,1984-03-11,8.9,373478,"岛本须美,松田洋治,榊原良子","动画,奇幻,冒险",日本,1291585
你看起来好像很好吃,2010-10-16,8.9,351662,"山口胜平,爱河里花子,加藤清史郎","剧情,动画,儿童",日本,4848115
灌篮高手,2023-04-20,8.9,313323,"仲村宗悟,笠间淳,木村昴","动画,运动",日本,35315950
攻壳机动队2：无罪,2004-03-06,9.1,73255,"田中敦子,大塚明夫,山寺宏一","剧情,科幻,动画",日本,1291566
超能陆战队,2015-02-28,8.8,1074950,"斯科特·安第斯,瑞恩·波特,丹尼尔·海尼","喜剧,动作,科幻,动画,冒险",美国,11026735
驯龙高手,2010-05-14,8.8,800054,"杰伊·巴鲁切尔,杰拉德·巴特勒,克雷格·费格森","动画,奇幻,冒险",美国,2353023
怪兽电力公司,2001-11-02,8.8,718553,"约翰·古德曼,比利·克里斯托,玛丽·吉布斯","儿童,喜剧,动画,奇幻,冒险",美国,1291579
头脑特工队,2015-10-06,8.8,706369,"艾米·波勒,菲利丝·史密斯,理查德·坎德","喜剧,动画,冒险",美国,10533913
萤火之森,2011-09-17,8.8,572898,"佐仓绫音,内山昂辉,辻亲八","剧情,爱情,动画,奇幻",日本,5989818
同级生,2016-02-20,9.1,59784,"野岛健儿,神谷浩史,石川英郎","爱情,动画,同性",日本,26344688
千年女优,2001-07-28,8.8,292284,"庄司美代子,小山茉美,折笠富美子","动画,剧情,爱情",日本,1307394
葫芦兄弟,2008-05-27,8.9,65262,"黄笑嬿,詹佳,冯骏骅",动画,中国大陆,3062897
伦敦一家人,2016-10-15,8.9,105525,"卢克·崔德威,吉姆·布劳德本特,布兰达·布莱斯","剧情,动画,家庭",英国,5327189
心灵奇旅,2020-12-25,8.7,1052662,"杰米·福克斯,蒂娜·菲,菲利西亚·拉斯海德","动画,奇幻,音乐",美国,24733428
神偷奶爸,2010-06-20,8.7,994234,"史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德","喜剧,动画,冒险","美国,法国",3287562
疯狂原始人,2013-04-20,8.7,877726,"尼古拉斯·凯奇,艾玛·斯通,瑞安·雷诺兹","喜剧,动画,冒险",美国,1907966
海洋之歌,2016-08-12,8.8,174749,"大卫·罗尔,布莱丹·格里森,丽莎·汉尼根","动画,奇幻,冒险","爱尔兰,丹麦,比利时,卢森堡,法国",11584019
无敌破坏王,2012-11-06,8.7,574641,"约翰·C·赖利,萨拉·西尔弗曼,杰克·麦克布瑞尔","喜剧,动画,奇幻,冒险",美国,6534248
魔女宅急便,1989-07-29,8.7,490998,"高山南,佐久间玲,户田惠子","动画,奇幻,冒险",日本,1307811
萤火虫之墓,1988-04-16,8.7,420683,"山口朱美,志乃原良子,白石绫乃","动画,剧情,战争",日本,1293318
艾特熊和赛娜鼠,2012-05-23,9.0,57674,"朗贝尔·维尔森,波利娜·布伦纳,安妮-玛丽·卢珀",动画,"法国,比利时,卢森堡",6518638
狐妖小红娘剧场版：月红篇,2016-06-24,9.3,17584,"杨天翔,刘校妤,张杰","爱情,动画,奇幻",中国大陆,26972694
回忆三部曲,1995-12-23,8.9,68689,"矶部勉,山寺宏一,高岛雅罗","动画,奇幻,科幻,惊悚",日本,1307897
蜘蛛侠：平行宇宙,2018-12-21,8.6,710433,"沙梅克·摩尔,杰克·约翰逊,海莉·斯坦菲尔德","动作,科幻,动画,冒险",美国,26374197
冰川时代,2002-03-15,8.6,649017,"雷·罗马诺,约翰·雷吉扎莫,丹尼斯·利瑞","喜剧,动画,冒险",美国,1291578
熊出没之过年,2013-02-08,8.8,51456,"张秉君,张伟,辛媛","剧情,儿童,喜剧,动画,冒险,家庭",中国大陆,21359690
崖上的波妞,2020-12-31,8.6,534274,"神月柚莉爱,土井洋辉,山口智子","动画,奇幻,冒险",日本,1959877
美食总动员,2007-10-19,8.6,401828,"帕顿·奥斯瓦尔特,伊安·霍姆,卢·罗曼诺","喜剧,动画,奇幻",美国,1793491
玩具总动员,1995-11-22,8.6,395908,"汤姆·汉克斯,蒂姆·艾伦,唐·里克斯","喜剧,动画,家庭",美国,1291575
穿越时空的少女,2006-07-15,8.6,391388,"仲里依纱,石田卓也,板仓光隆","剧情,爱情,科幻,动画",日本,1937946
麦兜故事,2001-12-15,8.6,189373,"林海峰,吴君如,黄秋生","剧情,喜剧,动画",中国香港,1302476
神兵小将,2009-10-01,8.9,32997,"杨青倩,谢楠,常索妮","动画,奇幻",中国大陆,3012377
我在伊朗长大,2007-05-23,8.7,130768,"齐雅拉·马斯楚安尼,达尼埃尔·达里约,凯瑟琳·德纳芙","剧情,传记,动画","法国,美国",1962116
红猪,2023-11-17,8.6,272843,"森山周一郎,加藤登纪子,冈村明美","喜剧,动画,冒险",日本,1291838
狐妖小红娘剧场版：王权富贵,2016-05-20,9.2,17288,"杨天翔,刘校妤,乔诗语","剧情,喜剧,爱情,动画",中国大陆,26946612
了不起的狐狸爸爸,2009-10-14,8.6,206937,"乔治·克鲁尼,梅丽尔·斯特里普,詹森·舒瓦兹曼","喜剧,动画,冒险",美国,1759386
你的名字。,2016-12-02,8.5,1500332,"神木隆之介,上白石萌音,长泽雅美","剧情,爱情,动画",日本,26683290
冰雪奇缘,2014-02-05,8.5,742829,"克里斯汀·贝尔,伊迪娜·门泽尔,乔纳森·格罗夫","喜剧,动画,奇幻,歌舞",美国,4202982
疯狂约会美丽都,2003-06-11,8.7,90942,"比阿特丽斯·博尼法西,莉娜·布德罗,米歇尔·库谢图","喜剧,动画","法国,比利时,加拿大,英国,拉脱维亚",1291565
岁月的童话,1991-07-20,8.6,149497,"今井美树,柳叶敏郎,本名阳子","剧情,爱情,动画",日本,1291588
麦兜·我和我妈妈,2014-10-01,8.6,81558,"黄磊,吴君如,张正中","喜剧,动画,家庭","中国香港,中国大陆",25884416
蜘蛛侠：纵横宇宙,2023-06-02,8.5,458917,"沙梅克·摩尔,海莉·斯坦菲尔德,奥斯卡·伊萨克","喜剧,动作,科幻,动画,奇幻,冒险",美国,30391186
海底总动员,2003-07-30,8.5,408647,"艾伯特·布鲁克斯,艾伦·德杰尼勒斯,亚历山大·古尔德","喜剧,动画,冒险","美国,澳大利亚",1291586
宝莲灯,1999-07-30,8.5,218861,"姜文,徐帆,宁静","动画,奇幻,冒险",中国大陆,1299643
克劳斯：圣诞节的秘密,2019-11-08,8.8,59848,"J·K·西蒙斯,詹森·舒瓦兹曼,拉什达·琼斯","喜剧,动画,冒险","西班牙,英国,美国",26858510
狼的孩子雨和雪,2012-07-21,8.6,137226,"宫崎葵,大泽隆夫,黑木华","剧情,动画,奇幻,家庭",日本,7064681
河童之夏,2007-07-28,8.7,82443,"富泽风斗,横川贵大,田中直树","喜剧,动画,奇幻",日本,2982823
玩具总动员4,2019-06-21,8.5,352420,"汤姆·汉克斯,蒂姆·艾伦,安妮·波茨","喜剧,动画,奇幻",美国,6850547
玩具总动员2,1999-11-24,8.5,265641,"汤姆·汉克斯,蒂姆·艾伦,琼·库萨克","喜剧,动画,奇幻,冒险",美国,1291574
我的邻居山田君,1999-07-17,8.8,55314,"朝丘雪路,益冈彻,矢野显子","动画,喜剧,家庭",日本,1417728
金猴降妖,1985,9.2,14849,"李扬,谈鹏飞,洪融","剧情,动画,奇幻",中国大陆,1780256
至爱梵高·星空之谜,2017-12-08,8.5,235590,"道格拉斯·布斯,罗伯特·古拉奇克,埃莉诺·汤姆林森","剧情,传记,动画","英国,波兰",25837262
魁拔Ⅲ战神崛起,2014-10-01,8.6,58415,"刘婧荦,姚姝,王宇腾","动作,动画,奇幻,冒险",中国大陆,24723061
麦兜·当当伴我心,2012-07-10,8.5,116332,"黄秋生,吴君如,胡歌","喜剧,动画","中国大陆,中国香港",10772258
美女与野兽,1991-09-29,8.5,199290,"佩吉·奥哈拉,罗比·本森,理查德·怀特","喜剧,爱情,动画,歌舞,奇幻",美国,1297995
哪吒之魔童降世,2019-07-26,8.4,1873668,"吕艳婷,囧森瑟夫,瀚墨","剧情,喜剧,动画,奇幻",中国大陆,26794435
百变狸猫,1994-07-16,8.6,100319,"古今亭朝太時代,三木纪平,清川虹子","动画,喜剧,剧情,奇幻",日本,1303907
黑客帝国动画版,2003-06-03,8.8,50165,"大塚明夫,克莱顿·华生,帕梅拉·阿德龙","动作,剧情,动画,科幻","美国,日本",1292347
魔术师,2010-06-16,8.6,83578,弗雷德里克·德萨,"剧情,动画","法国,英国",1921583
小王子,2015-10-16,8.4,338619,"杰夫·布里吉斯,麦肯吉·弗依,瑞秋·麦克亚当斯","动画,奇幻",法国,20645098
心理游戏,2004-08-07,8.8,44810,"今田耕司,藤井隆,山口智充","动画,冒险,喜剧,悬疑",日本,1477916
星际宝贝,2002-06-16,8.6,76066,"黛维·切斯,克里斯·桑德斯,蒂亚·卡雷尔","喜剧,科幻,动画,冒险,家庭",美国,1307547
小美人鱼,1989-11-17,8.5,111305,"勒内·奥贝尔若努瓦,克里斯托弗·丹尼尔·巴恩斯,裘蒂·班森","爱情,动画,奇幻,歌舞",美国,1293120
头脑特工队2,2024-06-21,8.4,211592,"艾米·波勒,玛雅·霍克,肯辛顿·托尔曼","剧情,喜剧,动画,奇幻,冒险",美国,36090457
鬼妈妈,2009-02-06,8.4,205584,"达科塔·范宁,特丽·哈彻,珍妮弗·桑德斯","剧情,动画,奇幻,家庭",美国,1919245
迷墙,1982-05-22,8.7,51060,"鲍勃·吉尔道夫,Christine Hargreaves,詹姆斯·劳伦森","剧情,动画,奇幻",英国,1296157
辉夜姬物语,2013-11-23,8.5,94688,"朝仓亚纪,高良健吾,地井武男","动画,奇幻,古装",日本,4099231
西游记之大圣归来,2015-07-10,8.3,703970,"张磊,林子杰,吴文伦","剧情,动画,奇幻",中国大陆,26277313
长安三万里,2023-07-08,8.3,652028,"杨天翔,凌振赫,吴俊全","历史,动画",中国大陆,36035676
阿基拉,1988-07-16,8.5,93633,"岩田光央,佐佐木望,小山茉美","动作,科幻,动画",日本,1302770
邋遢大王奇遇记,2012-08-17,8.6,35352,"范楚绒,谢添天,罗玉婷","动画,儿童",中国大陆,11502154
雄狮少年,2021-12-17,8.3,513365,"大昕,大雄,郭皓","剧情,喜剧,动画",中国大陆,35144311
秒速5厘米,2007-03-03,8.3,598320,"水桥研二,近藤好美,花村怜美","动画,剧情,爱情",日本,2043546
熊出没之年货,2014-01-30,8.6,33627,"张秉君,万丹青,张伟",动画,中国大陆,25861610
白雪公主和七个小矮人,1937-12-21,8.4,133243,"阿德里亚娜·卡塞洛蒂,哈利·斯托克维尔,罗伊·阿特威尔","爱情,动画,奇幻,歌舞",美国,1297756
怪兽大学,2013-08-23,8.3,388549,"比利·克里斯托,约翰·古德曼,史蒂夫·布西密","喜剧,动画,冒险",美国,3789848
蒙古草原，天气晴,2006-06-03,9.7,57156,"普洁,关野吉晴",纪录片,日本,3765826
三十二,2014-03-30,9.5,78863,"韦绍兰,罗善学",纪录片,中国大陆,26236632
大法官金斯伯格,2018-01-21,9.5,87160,"鲁斯·巴德·金斯伯格,比尔·克林顿,奥林·G·哈奇","传记,纪录片",美国,27615467
海豚湾,2009-07-31,9.3,369166,"路易·西霍尤斯,瑞克·欧贝瑞,哈迪·琼斯",纪录片,美国,3442220
乡村里的中国,2013,9.4,23163,,纪录片,中国大陆,24867845
久石让在武道馆：与宫崎骏动画一同走过的25年,2008-08-05,9.7,14656,"久石让,大桥望美,高畑勋","纪录片,音乐",日本,4167113
亲爱的，不要跨过那条江,2014-11-27,9.3,65642,,"爱情,纪录片,家庭",韩国,25978207
我的章鱼老师,2020-09-07,9.3,50419,克雷格·福斯特,纪录片,南非,35185752
冲天,2015-12-11,9.4,16367,"金士杰,张艾嘉,蔡灿得",纪录片,中国台湾,26602234
地球之盐,2014-10-15,9.3,41433,"塞巴斯蒂昂·萨尔加多,维姆·文德斯,朱利安·诺里贝罗·萨尔加多","传记,纪录片","法国,意大利,巴西",10741871
坂本龙一：杰作,2024-05-31,9.4,26289,坂本龙一,"纪录片,音乐",日本,36491177
算命,2009,9.2,46855,"历百程,石珍珠,唐小雁",纪录片,中国大陆,4073872
人生七年9,2019-06-04,9.6,14568,,纪录片,英国,30322776
寻找小糖人,2012-01-19,9.2,63979,"西斯托·罗德里格兹,Steve Rowland,马利克·本德杰鲁","传记,纪录片,音乐","英国,芬兰,瑞典",7015798
家园,2009-06-05,9.2,51286,"扬·阿尔蒂斯-贝特朗,格伦·克洛斯,雅克·冈布兰",纪录片,法国,3018123
海洋,2011-08-12,9.1,157810,"皮尔斯·布鲁斯南,小佩德罗·阿门达里斯,雅克·贝汉",纪录片,"法国,瑞士,西班牙,美国,阿联酋,摩纳哥",3443389
人生七年2,1970-12-15,9.4,20537,Tony Walker,"传记,纪录片",英国,2123440
女人,2019-09-01,9.4,18996,"Norma Bastidas,加布里埃拉·梅尔古扎,Shantel Nasir",纪录片,法国,34679722
脸庞，村庄,2017-05-19,9.1,90656,"阿涅斯·瓦尔达,让·热内,让-吕克·戈达尔",纪录片,法国,26764928
旅行到宇宙边缘,2008-12-07,9.3,24306,"亚历克·鲍德温,西恩·帕特维",纪录片,"英国,美国",3595323
日本之耻,2018-06-28,9.2,36517,"伊藤诗织,安倍晋三",纪录片,英国,30263943
迁徙的鸟,2001-12-12,9.1,74599,"雅克·贝汉,菲利普·拉布罗",纪录片,"法国,德国,意大利,西班牙,瑞士",1292281
那天，大海,2018-04-12,9.3,23374,郑雨盛,纪录片,韩国,30163799
人生七年8,2012-05-14,9.4,17430,迈克尔·艾普特,纪录片,英国,10748226
人生七年3,1977-05-09,9.4,17326,,"传记,纪录片",英国,2283680
最大的小小农场,2018-09-01,9.3,22995,"约翰·切斯特,茉莉·切斯特,博登·切斯特",纪录片,美国,30330264
平衡,2000,9.5,7516,奇卡·扎巴多杰,"纪录片,西部",中国大陆,1958031
地球改变之年,2021-04-16,9.2,30837,大卫·爱登堡,纪录片,英国,35417202
天地玄黄,1992-09-15,9.1,52053,,纪录片,美国,1300551
冰血长津湖,2011-06-01,9.2,16350,,纪录片,中国大陆,6129689
穹顶之下,2015-02-28,9.0,85168,"柴静,左小祖咒,刘树勇",纪录片,中国大陆,26334244
火山挚恋,2023-08-18,9.0,129075,"卡蒂娅·克拉夫特,莫里斯·克拉夫特,米兰达·裘丽","传记,纪录片","美国,加拿大",35694766
含泪活着,2006-11-03,9.2,25358,"丁尚彪,陈忻星,丁晽","纪录片,家庭",日本,2342568
人生七年4,1984-11-20,9.4,14298,迈克尔·艾普特,"传记,纪录片",英国,1482936
摩登家庭：摩登式告别,2020-04-08,9.7,8696,"索菲娅·维加拉,艾德·奥尼尔,泰·布利尔","纪录片,同性",美国,35024535
登山家,2021-09-10,9.3,17004,"马克·安德烈·莱克莱尔,彼得·莫蒂默,亚历克斯·霍诺德",纪录片,美国,34994748
人生七年6,1998-07-21,9.5,11363,迈克尔·艾普特,"传记,纪录片",英国,1778459
微观世界,1996-09-06,9.1,32907,"雅克·贝汉,克里斯汀·斯科特·托马斯",纪录片,"法国,瑞士,意大利",1292285
攀登梅鲁峰,2015-01-23,9.2,21944,"金国威,康拉德·安克,雷纳·奥斯托克",纪录片,"美国,印度",26276373
我真正的天才女友,2018-12-06,9.3,16542,"盖娅·吉拉切,玛格丽塔·马祖可,伊利莎·德尔·吉尼欧",纪录片,意大利,30479900
人生七年7,2005-09-15,9.4,13312,"迈克尔·艾普特,Tony Walker",纪录片,英国,1847588
珍·古道尔的传奇一生,2023-10-17,9.1,28166,"珍·古道尔,雨果·凡·拉维克,雨果·埃里克·路易斯·凡·拉维克","传记,纪录片",美国,27115563
人生七年5,1991-09-08,9.4,12566,迈克尔·艾普特,"传记,纪录片",英国,1778460
哈利·波特系列的50个精彩瞬间,2011-07-27,9.1,28012,"罗彼·考特拉尼,丹尼尔·雷德克里夫,朱丽·沃特斯",纪录片,英国,6758119
抢救切尔诺贝利,2006,9.2,19530,"汉斯·布利克斯,米哈伊尔·谢尔盖耶维奇·戈尔巴乔夫",纪录片,美国,3057368
轮回,2011-09-16,9.1,27192,"邰丽华,Olivier De Sagazan",纪录片,美国,5208150
浮生一日,2011-07-24,8.9,102432,"辛迪·巴尔,海伦·乔治","剧情,纪录片","英国,美国",5387041
兰迪·波许教授的最后一课,2007-11-09,9.5,10152,兰迪·波许,纪录片,美国,4603382
我们都为比尔着盛装,2011-03-16,9.2,17894,"比尔·坎宁安,安娜·温图尔,迈克·高仕","纪录片,传记","美国,法国",4836985
1950他们正年轻,2021-09-03,8.9,42025,"任红举,周有春,马世勋",纪录片,中国大陆,35470753
阿涅斯论瓦尔达,2019-02-13,9.2,17208,"阿涅斯·瓦尔达,桑德里娜·博内尔,Nurit Aviv",纪录片,法国,30423539
泰国洞穴救援,2021-09-02,9.1,21930,"班查·杜里雅蓬特,阿帕科恩·尤孔卡尤,阿南·苏拉万",纪录片,美国,33413473
